case_id,bank_txn_id,ledger_id,true_status,predicted_status,true_exception_type,match_method,match_confidence,reason,amount_difference,timestamp_difference,merchant_similarity,reference_similarity,is_correct,error_classification
SYNTH-CASE-001246,SYNTH-BANK-001246,SYNTH-LEDGER-001246,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9494,Fuzzy candidate match (score: 0.949) with amount mismatch: Bank amount ₹912.11 vs ledger amount ₹893.87 (diff ₹18.24 / 2.04%).,18.24,12.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001265,SYNTH-BANK-001265,SYNTH-LEDGER-001265,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI460647', amount (₹876.81), and direction (CREDIT) matched exactly after normalization with timestamp diff of 0.0 mins.",0.0,0.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001270,SYNTH-BANK-001270,SYNTH-LEDGER-001270,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI639005', amount (₹2218.49), and direction (CREDIT) matched exactly after normalization with timestamp diff of 0.0 mins.",0.0,0.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001290,SYNTH-BANK-001290,SYNTH-LEDGER-001290,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9496,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹1769.97 vs ledger amount ₹1805.37 (diff ₹35.40 / 1.96%).,35.4,3.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001306,SYNTH-BANK-001306,SYNTH-LEDGER-001306,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI631485', amount (₹812.61), and direction (DEBIT) matched exactly after normalization with timestamp diff of 4.0 mins.",0.0,4.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001311,SYNTH-BANK-001311,SYNTH-LEDGER-001311,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI510312', amount (₹563.86), and direction (CREDIT) matched exactly after normalization with timestamp diff of 2.0 mins.",0.0,2.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001313,SYNTH-BANK-001313,SYNTH-LEDGER-001313,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI117251', amount (₹966.04), and direction (CREDIT) matched exactly after normalization with timestamp diff of 1.0 mins.",0.0,1.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001317,SYNTH-BANK-001317,SYNTH-LEDGER-001317,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9497,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹1314.22 vs ledger amount ₹1340.50 (diff ₹26.28 / 1.96%).,26.28,2.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001331,SYNTH-BANK-001331,SYNTH-LEDGER-001331,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9496,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹1038.66 vs ledger amount ₹1059.43 (diff ₹20.77 / 1.96%).,20.77,9.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001332,SYNTH-BANK-001332,SYNTH-LEDGER-001332,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9051,Fuzzy candidate match (score: 0.905) with amount mismatch: Bank amount ₹787.91 vs ledger amount ₹772.15 (diff ₹15.76 / 2.04%).,15.76,4.0,1.0,0.7778,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001337,SYNTH-BANK-001337,SYNTH-LEDGER-001337,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI479816', amount (₹3581.07), and direction (DEBIT) matched exactly after normalization with timestamp diff of 4.0 mins.",0.0,4.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001340,SYNTH-BANK-001340,SYNTH-LEDGER-001340,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI228499', amount (₹1826.98), and direction (DEBIT) matched exactly after normalization with timestamp diff of 10.0 mins.",0.0,10.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001341,SYNTH-BANK-001341,SYNTH-LEDGER-001341,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9495,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹4013.02 vs ledger amount ₹3932.76 (diff ₹80.26 / 2.04%).,80.26,2.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001353,SYNTH-BANK-001353,SYNTH-LEDGER-001353,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9495,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹1272.74 vs ledger amount ₹1298.19 (diff ₹25.45 / 1.96%).,25.45,14.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001362,SYNTH-BANK-001362,SYNTH-LEDGER-001362,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9051,Fuzzy candidate match (score: 0.905) with amount mismatch: Bank amount ₹1419.11 vs ledger amount ₹1447.49 (diff ₹28.38 / 1.96%).,28.38,8.0,1.0,0.7778,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001374,SYNTH-BANK-001374,SYNTH-LEDGER-001374,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI678771', amount (₹349.23), and direction (CREDIT) matched exactly after normalization with timestamp diff of 2.0 mins.",0.0,2.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001400,SYNTH-BANK-001400,SYNTH-LEDGER-001400,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9495,Fuzzy candidate match (score: 0.949) with amount mismatch: Bank amount ₹517.03 vs ledger amount ₹506.69 (diff ₹10.34 / 2.04%).,10.34,9.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001411,SYNTH-BANK-001411,SYNTH-LEDGER-001411,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9495,Fuzzy candidate match (score: 0.949) with amount mismatch: Bank amount ₹6072.55 vs ledger amount ₹5951.10 (diff ₹121.45 / 2.04%).,121.45,6.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001415,SYNTH-BANK-001415,SYNTH-LEDGER-001415,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI495971', amount (₹1606.07), and direction (CREDIT) matched exactly after normalization with timestamp diff of 1.0 mins.",0.0,1.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001452,SYNTH-BANK-001452,SYNTH-LEDGER-001452,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI728354', amount (₹2808.14), and direction (CREDIT) matched exactly after normalization with timestamp diff of 5.0 mins.",0.0,5.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001454,SYNTH-BANK-001454,SYNTH-LEDGER-001454,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI647384', amount (₹1546.79), and direction (CREDIT) matched exactly after normalization with timestamp diff of 10.0 mins.",0.0,10.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001455,SYNTH-BANK-001455,SYNTH-LEDGER-001455,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI724812', amount (₹1153.72), and direction (CREDIT) matched exactly after normalization with timestamp diff of 2.0 mins.",0.0,2.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001459,SYNTH-BANK-001459,SYNTH-LEDGER-001459,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9496,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹3006.03 vs ledger amount ₹3066.15 (diff ₹60.12 / 1.96%).,60.12,9.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001463,SYNTH-BANK-001463,SYNTH-LEDGER-001463,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI967290', amount (₹1029.35), and direction (DEBIT) matched exactly after normalization with timestamp diff of 3.0 mins.",0.0,3.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001468,SYNTH-BANK-001468,SYNTH-LEDGER-001468,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI991838', amount (₹1503.89), and direction (CREDIT) matched exactly after normalization with timestamp diff of 7.0 mins.",0.0,7.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001490,SYNTH-BANK-001490,SYNTH-LEDGER-001490,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9495,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹500.61 vs ledger amount ₹510.62 (diff ₹10.01 / 1.96%).,10.01,13.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001504,SYNTH-BANK-001504,SYNTH-LEDGER-001504,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9495,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹712.79 vs ledger amount ₹698.53 (diff ₹14.26 / 2.04%).,14.26,1.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001506,SYNTH-BANK-001506,SYNTH-LEDGER-001506,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9497,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹458.60 vs ledger amount ₹467.77 (diff ₹9.17 / 1.96%).,9.17,1.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001529,SYNTH-BANK-001529,SYNTH-LEDGER-001529,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9495,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹522.41 vs ledger amount ₹511.96 (diff ₹10.45 / 2.04%).,10.45,3.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001533,SYNTH-BANK-001533,SYNTH-LEDGER-001533,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI779980', amount (₹375.29), and direction (DEBIT) matched exactly after normalization with timestamp diff of 0.0 mins.",0.0,0.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001535,SYNTH-BANK-001535,SYNTH-LEDGER-001535,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI340405', amount (₹1914.88), and direction (DEBIT) matched exactly after normalization with timestamp diff of 3.0 mins.",0.0,3.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001554,SYNTH-BANK-001554,SYNTH-LEDGER-001554,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI304378', amount (₹2120.41), and direction (DEBIT) matched exactly after normalization with timestamp diff of 3.0 mins.",0.0,3.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001556,SYNTH-BANK-001556,SYNTH-LEDGER-001556,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI289443', amount (₹424.80), and direction (CREDIT) matched exactly after normalization with timestamp diff of 8.0 mins.",0.0,8.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001562,SYNTH-BANK-001562,SYNTH-LEDGER-001562,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI123514', amount (₹1062.59), and direction (DEBIT) matched exactly after normalization with timestamp diff of 1.0 mins.",0.0,1.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001583,SYNTH-BANK-001583,SYNTH-LEDGER-001583,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI945889', amount (₹3033.08), and direction (CREDIT) matched exactly after normalization with timestamp diff of 0.0 mins.",0.0,0.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001586,SYNTH-BANK-001586,SYNTH-LEDGER-001586,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI964841', amount (₹634.51), and direction (DEBIT) matched exactly after normalization with timestamp diff of 11.0 mins.",0.0,11.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001594,SYNTH-BANK-001594,SYNTH-LEDGER-001594,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI535006', amount (₹2740.02), and direction (CREDIT) matched exactly after normalization with timestamp diff of 1.0 mins.",0.0,1.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001647,SYNTH-BANK-001647,SYNTH-LEDGER-001647,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI308567', amount (₹1902.03), and direction (CREDIT) matched exactly after normalization with timestamp diff of 3.0 mins.",0.0,3.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001660,SYNTH-BANK-001660,SYNTH-LEDGER-001660,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9496,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹671.04 vs ledger amount ₹684.46 (diff ₹13.42 / 1.96%).,13.42,4.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001667,SYNTH-BANK-001667,SYNTH-LEDGER-001667,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI880386', amount (₹5726.02), and direction (CREDIT) matched exactly after normalization with timestamp diff of 5.0 mins.",0.0,5.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001675,SYNTH-BANK-001675,SYNTH-LEDGER-001675,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9496,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹1013.11 vs ledger amount ₹1033.37 (diff ₹20.26 / 1.96%).,20.26,4.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001697,SYNTH-BANK-001697,SYNTH-LEDGER-001697,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI393969', amount (₹1098.65), and direction (CREDIT) matched exactly after normalization with timestamp diff of 2.0 mins.",0.0,2.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001705,SYNTH-BANK-001705,SYNTH-LEDGER-001705,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9495,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹1624.96 vs ledger amount ₹1592.46 (diff ₹32.50 / 2.04%).,32.5,3.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001722,SYNTH-BANK-001722,SYNTH-LEDGER-001722,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9497,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹1030.66 vs ledger amount ₹1051.27 (diff ₹20.61 / 1.96%).,20.61,1.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001783,SYNTH-BANK-001783,SYNTH-LEDGER-001783,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9497,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹2433.27 vs ledger amount ₹2481.94 (diff ₹48.67 / 1.96%).,48.67,2.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001785,SYNTH-BANK-001785,SYNTH-LEDGER-001785,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9495,Fuzzy candidate match (score: 0.949) with amount mismatch: Bank amount ₹3422.32 vs ledger amount ₹3353.87 (diff ₹68.45 / 2.04%).,68.45,10.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001786,SYNTH-BANK-001786,SYNTH-LEDGER-001786,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI402037', amount (₹3550.39), and direction (CREDIT) matched exactly after normalization with timestamp diff of 13.0 mins.",0.0,13.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001796,SYNTH-BANK-001796,SYNTH-LEDGER-001796,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI525663', amount (₹460.22), and direction (DEBIT) matched exactly after normalization with timestamp diff of 15.0 mins.",0.0,15.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001818,SYNTH-BANK-001818,SYNTH-LEDGER-001818,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI223129', amount (₹1725.09), and direction (CREDIT) matched exactly after normalization with timestamp diff of 15.0 mins.",0.0,15.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001820,SYNTH-BANK-001820,SYNTH-LEDGER-001820,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9494,Fuzzy candidate match (score: 0.949) with amount mismatch: Bank amount ₹3647.49 vs ledger amount ₹3574.54 (diff ₹72.95 / 2.04%).,72.95,11.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001826,SYNTH-BANK-001826,SYNTH-LEDGER-001826,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9495,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹1828.26 vs ledger amount ₹1791.69 (diff ₹36.57 / 2.04%).,36.57,1.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001835,SYNTH-BANK-001835,SYNTH-LEDGER-001835,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9496,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹719.06 vs ledger amount ₹704.68 (diff ₹14.38 / 2.04%).,14.38,0.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001843,SYNTH-BANK-001843,SYNTH-LEDGER-001843,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI568476', amount (₹2416.50), and direction (CREDIT) matched exactly after normalization with timestamp diff of 13.0 mins.",0.0,13.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001845,SYNTH-BANK-001845,SYNTH-LEDGER-001845,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9496,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹738.55 vs ledger amount ₹753.32 (diff ₹14.77 / 1.96%).,14.77,4.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001853,SYNTH-BANK-001853,SYNTH-LEDGER-001853,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI899655', amount (₹4228.13), and direction (CREDIT) matched exactly after normalization with timestamp diff of 2.0 mins.",0.0,2.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001866,SYNTH-BANK-001866,SYNTH-LEDGER-001866,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI318392', amount (₹860.90), and direction (CREDIT) matched exactly after normalization with timestamp diff of 4.0 mins.",0.0,4.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001881,SYNTH-BANK-001881,SYNTH-LEDGER-001881,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI960761', amount (₹1659.99), and direction (CREDIT) matched exactly after normalization with timestamp diff of 4.0 mins.",0.0,4.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001882,SYNTH-BANK-001882,SYNTH-LEDGER-001882,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9495,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹1048.17 vs ledger amount ₹1027.21 (diff ₹20.96 / 2.04%).,20.96,3.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001897,SYNTH-BANK-001897,SYNTH-LEDGER-001897,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9051,Fuzzy candidate match (score: 0.905) with amount mismatch: Bank amount ₹1357.30 vs ledger amount ₹1384.45 (diff ₹27.15 / 1.96%).,27.15,9.0,1.0,0.7778,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001900,SYNTH-BANK-001900,SYNTH-LEDGER-001900,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9495,Fuzzy candidate match (score: 0.950) with amount mismatch: Bank amount ₹555.55 vs ledger amount ₹544.44 (diff ₹11.11 / 2.04%).,11.11,4.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001903,SYNTH-BANK-001903,SYNTH-LEDGER-001903,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9494,Fuzzy candidate match (score: 0.949) with amount mismatch: Bank amount ₹2120.81 vs ledger amount ₹2078.39 (diff ₹42.42 / 2.04%).,42.42,12.0,1.0,0.8889,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-001923,SYNTH-BANK-001923,SYNTH-LEDGER-001923,MATCH,DUPLICATE,NONE,DUPLICATE_MULTIPLE_BANK,1.0,"Duplicate bank transaction detected sharing reference 'UPI883685', amount ₹785.88, and direction DEBIT with primary txn SYNTH-BANK-001946.",0.0,6.0,1.0,1.0,False,MISSED_MATCH
SYNTH-CASE-001928,SYNTH-BANK-001928,SYNTH-LEDGER-001928,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI503111', amount (₹682.61), and direction (DEBIT) matched exactly after normalization with timestamp diff of 9.0 mins.",0.0,9.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001935,SYNTH-BANK-001935,SYNTH-LEDGER-001935,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI107154', amount (₹4809.70), and direction (DEBIT) matched exactly after normalization with timestamp diff of 4.0 mins.",0.0,4.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001950,SYNTH-BANK-001950,SYNTH-LEDGER-001950,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI449576', amount (₹3113.49), and direction (CREDIT) matched exactly after normalization with timestamp diff of 0.0 mins.",0.0,0.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001986,SYNTH-BANK-001986,SYNTH-LEDGER-001986,DUPLICATE,MATCH,DUPLICATE,EXACT_REFERENCE_AMOUNT,1.0,"Reference 'UPI807727', amount (₹475.18), and direction (CREDIT) matched exactly after normalization with timestamp diff of 1.0 mins.",0.0,1.0,1.0,1.0,False,FALSE_MATCH
SYNTH-CASE-001988,SYNTH-BANK-001988,SYNTH-LEDGER-001988,MATCH,DUPLICATE,NONE,DUPLICATE_MULTIPLE_BANK,1.0,"Duplicate bank transaction detected sharing reference 'UPI104004', amount ₹3288.32, and direction DEBIT with primary txn SYNTH-BANK-000436.",0.0,12.0,1.0,1.0,False,MISSED_MATCH
SYNTH-CASE-001998,SYNTH-BANK-001998,SYNTH-LEDGER-001998,AMBIGUOUS,AMOUNT_MISMATCH,AMBIGUOUS,FUZZY_AMOUNT_MISMATCH,0.9052,Fuzzy candidate match (score: 0.905) with amount mismatch: Bank amount ₹2742.71 vs ledger amount ₹2797.56 (diff ₹54.85 / 1.96%).,54.85,2.0,1.0,0.7778,False,AMBIGUOUSNESS_ERROR
SYNTH-CASE-002000,SYNTH-BANK-002000,,UNMATCHED_BANK,AMBIGUOUS,MISSING_LEDGER,AMBIGUOUS_LOW_CONFIDENCE,0.7737,Ambiguous match: Competing ledger candidates found with close scores: [SYNTH-LEDGER-000896 (score 0.774)]. Top candidate reference 'UPI912175' has similarity 0.56.,135.03,33.0,1.0,0.5556,False,WRONG_EXCEPTION_TYPE
